activity_comment,canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
,CC(C)N(CCCCCO)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,CHEMBL511178,nM,2004.47,,5.698
,CC(C)N(CCCC(=O)O)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,CHEMBL3220182,nM,19010.78,,4.721
,CC(C)N(CCCCC(=O)O)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,CHEMBL459837,nM,1300.17,,5.886
,CC(C)N(CCN)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,CHEMBL3220183,nM,46025.66,,4.337
,CC(C)N(CCc1ccccn1)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,CHEMBL459838,nM,1300.17,,5.886
,CCN(C(=O)N1C[C@H](C(=O)O)[C@H](NC(=N)N)C1)C(C)C,CHEMBL3220184,nM,13001.7,,4.886
,CCN(C(=O)N1C[C@H](N)[C@H](C(=O)O)[C@@H]1CNC(C)=O)C(C)C,CHEMBL3220185,nM,7516.23,,5.124
,CCC(=O)NC[C@H]1[C@@H](C(=O)O)[C@@H](N)CN1C(=O)N(CC)C(C)C,CHEMBL3220186,nM,16032.45,,4.795
,C=CC(=O)NC[C@H]1[C@@H](C(=O)O)[C@@H](N)CN1C(=O)N(CC)C(C)C,CHEMBL3220187,nM,96161.23,,4.017
,CCN(C(=O)N1C[C@H](N)[C@H](C(=O)O)[C@@H]1CNC(=O)C(F)(F)F)C(C)C,CHEMBL3220188,nM,280.54,,6.552
,CCN(C(=O)N1C[C@H](N)[C@H](C(=O)O)[C@@H]1CNS(C)(=O)=O)C(C)C,CHEMBL3220439,nM,130016.96,,3.886
,CCC(CC)NC(=O)[C@@H](NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,CHEMBL3220440,nM,60.12,,7.221
,CCC(CC)NC(=O)[C@H](NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,CHEMBL3220441,nM,25003.45,,4.602
,CCN(CC)C(=O)[C@@H](NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,CHEMBL3220442,nM,7.015,,8.154
,CCCN(CCC)C(=O)[C@@H](NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,CHEMBL3220443,nM,43.05,,7.366
,CC(=O)N[C@H]1[C@H](O)C=C(C(=O)O)C[C@@H]1N,CHEMBL81159,nM,6309.57,,5.2
,CO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL312047,nM,3706.81,,5.431
,CCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL309419,nM,2004.47,,5.698
,CCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL54758,nM,180.3,,6.744
,CCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL79908,nM,300.61,,6.522
,CCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL83932,nM,200.45,,6.698
,CCCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL82771,nM,150.31,,6.823
,CCCCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL81953,nM,270.4,,6.568
,CCCCCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL81637,nM,180.3,,6.744
,CCCCCCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL418913,nM,210.38,,6.677
,CCCCCCCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL311274,nM,601.17,,6.221
,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OCC(C)C,CHEMBL79524,nM,200.45,,6.698
,CCC(C)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL309192,nM,10.0,,8.0
,CC[C@H](C)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL3220444,nM,9.016,,8.045
,C=CC[C@H](CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL311288,nM,1.0,,9.0
,C=CC[C@@H](CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL81777,nM,3.006,,8.522
,CCCCCCC[C@H](CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL310004,nM,1.0,,9.0
,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OC1CCCCC1,CHEMBL51955,nM,60.12,,7.221
,CC[C@@H](CC1CCCCC1)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL430814,nM,16.03,,7.795
,CC[C@@H](CCC1CCCCC1)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL315261,nM,1.0,,9.0
,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1Oc1ccccc1,CHEMBL298659,nM,530.88,,6.275
,CC[C@@H](Cc1ccccc1)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL460452,nM,620.87,,6.207
,CC[C@@H](CCc1ccccc1)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL81286,nM,0.3006,,9.522
,CC[C@H](CCc1ccccc1)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL79499,nM,12.02,,7.92
,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OCCCc1ccc(-c2ccccc2)cc1,CHEMBL81083,nM,90.16,,7.045
,CC(=O)N[C@H]1[C@H](O)C=C(C(=O)O)C[C@@H]1N=C(N)N,CHEMBL312637,nM,100.0,,7.0
,CCCO[C@@H]1C=C(C(=O)O)C[C@H](N=C(N)N)[C@H]1NC(C)=O,CHEMBL311205,nM,2.004,,8.698
,CCCCO[C@@H]1C=C(C(=O)O)C[C@H](N=C(N)N)[C@H]1NC(C)=O,CHEMBL81790,nM,3.006,,8.522
,CC[C@@H](C)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL2114178,nM,0.5,,9.301
,CC[C@H](C)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL3220445,nM,0.5,,9.301
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL81717,nM,0.5,,9.301
,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OC(C)C,CHEMBL3220446,nM,1.0,,9.0
,CC(=O)N[C@H]1[C@H](OC(C)C)C(C)=C(C(=O)O)C[C@@H]1N,CHEMBL3220447,nM,2301.44,,5.638
,CC(=O)N[C@H]1[C@H](OC(C)C)C(F)=C(C(=O)O)C[C@@H]1N,CHEMBL3220710,nM,3.006,,8.522
,CC(=O)N[C@@H]1[C@@H](N)[C@H](C)C(C(=O)O)=C[C@H]1OC(C)C,CHEMBL3220711,nM,1503.14,,5.823
,CCCC[C@@H](NC(C)=O)[C@@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,CHEMBL3220712,nM,13.0,,7.886
,CCCC[C@@H](NC(C)=O)[C@@H]1CC(C(=O)O)C[C@H]1NC(=N)N,CHEMBL3220713,nM,14621.77,,4.835
,CCCN(CCC)C(=O)[C@@H](NC(C)=O)[C@H]1C[C@](O)(C(=O)O)C[C@@H]1NC(=N)N,CHEMBL3220714,nM,4909.08,,5.309
,CCCN(CCC)C(=O)[C@@H](NC(C)=O)[C@H]1C[C@@](O)(C(=O)O)C[C@@H]1NC(=N)N,CHEMBL3220715,nM,2301441.82,,2.638
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238014,nM,0.2,nM,0.2
,CC(=O)N[C@H]1C([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)NC(=O)CSc1ccc2ccccc2c1,CHEMBL3238022,nM,20.0,nM,20.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,2.1,nM,2.1
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238014,nM,0.87,nM,0.87
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/C)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238015,nM,1.73,nM,1.73
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/O)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238021,nM,3.7,nM,3.7
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,250.0,nM,250.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238014,nM,1.7,nM,1.7
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/C)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238015,nM,4.2,nM,4.2
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/O)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238021,nM,43.0,nM,43.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,250.0,nM,250.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238014,nM,1.32,nM,1.32
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/C)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238015,nM,3.6,nM,3.6
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/O)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238021,nM,33.0,nM,33.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,330.0,nM,330.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238014,nM,1.9,nM,1.9
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/C)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238015,nM,4.0,nM,4.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/O)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238021,nM,38.0,nM,38.0
,CCCCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL3263936,nM,6.9,nM,6.9
,CCCCCCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL3263937,nM,2.2,nM,2.2
,CCC(CC)O[C@@H]1C=C(P(=O)(O)OCCCc2ccccc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL3263938,nM,1.8,nM,1.8
,CCC(CC)O[C@@H]1C=C(P(=O)(O)OCCCc2c[nH]c3ccccc23)C[C@H](N)[C@H]1NC(C)=O,CHEMBL3263939,nM,1.7,nM,1.7
,CCCCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1,CHEMBL3263940,nM,6.7,nM,6.7
,CCCCCCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1,CHEMBL3263941,nM,4.1,nM,4.1
,CCC(CC)O[C@@H]1C=C(P(=O)(O)OCCCc2ccccc2)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL3263942,nM,3.2,nM,3.2
,CCOC(=O)C1C(=O)NC(N)=NC1C(C)C,CHEMBL3290226,nM,200000.0,uM,200.0
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccccc1,CHEMBL3290225,nM,129470.0,uM,129.47
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(Cl)cc1Cl,CHEMBL3290227,nM,119760.0,uM,119.76
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(Br)cc1F,CHEMBL3290228,nM,121380.0,uM,121.38
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccccc1Cl,CHEMBL3290229,nM,86870.0,uM,86.87
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(C)cc1,CHEMBL3290230,nM,200000.0,uM,200.0
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccccc1[N+](=O)[O-],CHEMBL3290231,nM,75680.0,uM,75.68
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc([N+](=O)[O-])cc1,CHEMBL3290232,nM,188620.0,uM,188.62
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(OC)c(OC)c1,CHEMBL3290233,nM,200000.0,uM,200.0
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(F)cc1,CHEMBL3290234,nM,144600.0,uM,144.6
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(OC)cc1,CHEMBL3290235,nM,200000.0,uM,200.0
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(Cl)cc1,CHEMBL3290236,nM,110020.0,uM,110.02
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(Br)cc1,CHEMBL3290237,nM,124620.0,uM,124.62
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccco1,CHEMBL3290238,nM,200000.0,uM,200.0
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccccc1F,CHEMBL3290239,nM,89040.0,uM,89.04
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(N(C)C)cc1,CHEMBL3290240,nM,200000.0,uM,200.0
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1C(C)C,CHEMBL3290241,nM,200000.0,uM,200.0
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccccc1,CHEMBL3290242,nM,57530.0,uM,57.53
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(Cl)cc1Cl,CHEMBL3290243,nM,28460.0,uM,28.46
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(Br)cc1F,CHEMBL3290244,nM,29690.0,uM,29.69
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccccc1Cl,CHEMBL3286435,nM,36670.0,uM,36.67
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(C)cc1,CHEMBL3290245,nM,164520.0,uM,164.52
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccccc1[N+](=O)[O-],CHEMBL3290246,nM,17640.0,uM,17.64
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc([N+](=O)[O-])cc1,CHEMBL3290247,nM,144620.0,uM,144.62
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(OC)c(OC)c1,CHEMBL3290248,nM,200000.0,uM,200.0
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(F)cc1,CHEMBL3290249,nM,96450.0,uM,96.45
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(OC)cc1,CHEMBL3290250,nM,165760.0,uM,165.76
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(Cl)cc1,CHEMBL3290251,nM,89640.0,uM,89.64
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(Br)cc1,CHEMBL3290252,nM,71280.0,uM,71.28
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccco1,CHEMBL3290253,nM,200000.0,uM,200.0
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccccc1F,CHEMBL3290254,nM,46460.0,uM,46.46
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(N(C)C)cc1,CHEMBL3290255,nM,138960.0,uM,138.96
,CCOC(=O)C1C(=O)NC(NC(=O)CC)=NC1c1ccc(Br)cc1,CHEMBL3290256,nM,106340.0,uM,106.34
,CCOC(=O)C1C(=O)NC(NC(=O)C(F)(F)F)=NC1c1ccc(Br)cc1,CHEMBL3290257,nM,69840.0,uM,69.84
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,0.87,uM,0.00087
,CCC(CC)O[C@@H]1C=C(C(=O)NO)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL3342330,nM,200.0,uM,0.2
,CCC(CC)O[C@@H]1C=C(C(=O)NO)C[C@H](N)[C@H]1NC(C)=O,CHEMBL3342331,nM,110.0,uM,0.11
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2cccs2)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342456,nM,210.0,uM,0.21
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccccc2)C(=N)N)[C@H]1NC(C)=O,CHEMBL3341765,nM,2600.0,uM,2.6
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccc(C(C)C)cc2)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342457,nM,2370.0,uM,2.37
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccccc2OC)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342458,nM,490.0,uM,0.49
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccc(-c3ccccc3)cc2)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342459,nM,470.0,uM,0.47
,CCCN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342460,nM,5000.0,uM,5.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(CC(C)C)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342461,nM,5000.0,uM,5.0
,CCCCCN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342462,nM,5000.0,uM,5.0
,CCCCN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342463,nM,1480.0,uM,1.48
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(CCC(C)C)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342464,nM,5000.0,uM,5.0
,CCC(CC)CN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342465,nM,5000.0,uM,5.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(CCCc2ccccc2)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342466,nM,5000.0,uM,5.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,2.8,uM,0.0028
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL81717,nM,6.4,uM,0.0064
,CCC(CC)CN[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342467,nM,300.0,uM,0.3
,CCCCN[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342468,nM,2280.0,uM,2.28
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCC(C)C)[C@H]1NC(C)=O,CHEMBL3342469,nM,5000.0,uM,5.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2cccs2)[C@H]1NC(C)=O,CHEMBL3342470,nM,740.0,uM,0.74
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2)[C@H]1NC(C)=O,CHEMBL3342471,nM,2440.0,uM,2.44
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2OC)[C@H]1NC(C)=O,CHEMBL3342472,nM,1640.0,uM,1.64
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2O)[C@H]1NC(C)=O,CHEMBL3342473,nM,5000.0,uM,5.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2Cl)[C@H]1NC(C)=O,CHEMBL3342474,nM,980.0,uM,0.98
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2Br)[C@H]1NC(C)=O,CHEMBL3342475,nM,1150.0,uM,1.15
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2F)[C@H]1NC(C)=O,CHEMBL3342476,nM,2720.0,uM,2.72
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC/C=C/c2ccccc2)[C@H]1NC(C)=O,CHEMBL3342477,nM,4020.0,uM,4.02
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL3342478,nM,1200.0,uM,1.2
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCCCc2ccccc2)[C@H]1NC(C)=O,CHEMBL3342479,nM,5000.0,uM,5.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCCCN)[C@H]1NC(C)=O,CHEMBL3342480,nM,950.0,uM,0.95
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2OCc2ccco2)[C@H]1NC(C)=O,CHEMBL3342481,nM,1530.0,uM,1.53
,C=CCOc1ccccc1CN[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342482,nM,4700.0,uM,4.7
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3ccccc3)cc2Cl)[C@H]1NC(C)=O,CHEMBL3342483,nM,2020.0,uM,2.02
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3ccccc3)cc2-c2ccccc2)[C@H]1NC(C)=O,CHEMBL3342484,nM,3.2,uM,0.0032
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2)[C@H]1NC(C)=O,CHEMBL3342485,nM,3520.0,uM,3.52
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2cccs2)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342456,nM,1000.0,uM,1.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccc(-c3ccccc3)cc2)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342459,nM,1780.0,uM,1.78
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,1160.0,uM,1.16
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL3342478,nM,1910.0,uM,1.91
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3ccccc3)cc2Cl)[C@H]1NC(C)=O,CHEMBL3342483,nM,160.0,uM,0.16
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2)[C@H]1NC(C)=O,CHEMBL3342485,nM,2100.0,uM,2.1
,CC(CO)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N=[N+]=[N-].[Na+],CHEMBL3330849,nM,9490.0,uM,9.49
,CC(O)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N=[N+]=[N-].[Na+],CHEMBL3330848,nM,68100.0,uM,68.1
,C/C=C(\C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N=[N+]=[N-].[Na+],CHEMBL3330847,nM,7760.0,uM,7.76
,CCC(C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N=[N+]=[N-].[Na+],CHEMBL3330846,nM,1580.0,uM,1.58
,[N-]=[N+]=N[C@H]1C=C(C(=O)[O-])O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(=O)C1CCC1.[Na+],CHEMBL3330845,nM,1920.0,uM,1.92
,[N-]=[N+]=N[C@H]1C=C(C(=O)[O-])O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(=O)C1CC1.[Na+],CHEMBL3330844,nM,910.0,uM,0.91
,CC(C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1NC(=N)N.[Na+],CHEMBL3330843,nM,1000000.0,uM,1000.0
,CC(C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N.[Na+],CHEMBL3330710,nM,260800.0,uM,260.8
,CC(C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1O.[Na+],CHEMBL3330709,nM,3820.0,uM,3.82
,CC(C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N=[N+]=[N-].[Na+],CHEMBL3330708,nM,500.0,uM,0.5
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1NC(=N)N.[Na+],CHEMBL3330707,nM,1000000.0,uM,1000.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N.[Na+],CHEMBL3330706,nM,1000000.0,uM,1000.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1O.[Na+],CHEMBL3330705,nM,63800.0,uM,63.8
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N=[N+]=[N-].[Na+],CHEMBL3330704,nM,3920.0,uM,3.92
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL139367,nM,0.1,nM,0.1
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,1.0,nM,1.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,1.0,nM,1.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,1.9,nM,1.9
